seq,lesson_id,stage,stage_name,lesson,visual_kind,visual_status,visual_source,segment_or_module,source_url,use_rule,note
142,DE10-02,10,Docker + Airflow,Images and containers,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
143,DE10-03,10,Docker + Airflow,Writing a Dockerfile,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
144,DE10-04,10,Docker + Airflow,Ports,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
145,DE10-05,10,Docker + Airflow,Volumes and persistence,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
146,DE10-06,10,Docker + Airflow,Networks and service communication,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
147,DE10-07,10,Docker + Airflow,"Compose, configuration and secrets",VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub Zoomcamp — Docker & PostgreSQL DE workshop,Use the matching Docker / Dockerfile / networking / Compose chapter,https://www.youtube.com/watch?v=lP8xXebHmuE,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
148,DE10-08,10,Docker + Airflow,Why orchestration exists,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
149,DE10-09,10,Docker + Airflow,Airflow architecture and UI,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
150,DE10-10,10,Docker + Airflow,"DAGs, tasks and dependencies",VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
151,DE10-11,10,Docker + Airflow,"TaskFlow, operators and task communication",VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
152,DE10-12,10,Docker + Airflow,Scheduling and data intervals,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
153,DE10-13,10,Docker + Airflow,"Retries, timeouts and failure behavior",VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
154,DE10-14,10,Docker + Airflow,Parameters and task communication,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
155,DE10-15,10,Docker + Airflow,"Connections, variables and secrets",VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
156,DE10-16,10,Docker + Airflow,Sensors and waiting,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
157,DE10-17,10,Docker + Airflow,Logs and debugging,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
158,DE10-18,10,Docker + Airflow,"Catchup, backfills and reprocessing",VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
159,DE10-19,10,Docker + Airflow,Integration and production-style orchestration,VIDEO_SUPPORT,VERIFIED SUPPORT,Astronomer — Airflow 101: Essential Tips for Beginners,Use as visual concept/demo; Teaching Book + current docs cover the exact Airflow version,https://www.youtube.com/watch?v=5SFVDr6F4vg,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",For backfills/reprocessing use current Astronomer docs; for DAG testing use current testing docs.
160,DE11-01,11,Storage & File Formats Foundations,Row vs columnar storage; where Parquet fits,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
161,DE11-02,11,Storage & File Formats Foundations,"Parquet schema, row groups and metadata",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
162,DE11-03,11,Storage & File Formats Foundations,"Projection, predicates and analytical reads",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
163,DE11-04,11,Storage & File Formats Foundations,"Compression, small files and compaction",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
164,DE11-05,11,Storage & File Formats Foundations,Partitioning strategy and over-partitioning,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
165,DE11-06,11,Storage & File Formats Foundations,Lake vs warehouse vs lakehouse,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
166,DE11-07,11,Storage & File Formats Foundations,"Delta tables, transaction log and ACID concepts",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
167,DE11-08,11,Storage & File Formats Foundations,MERGE/upsert and current-state records,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
168,DE11-09,11,Storage & File Formats Foundations,"Schema enforcement, controlled evolution and compatibility",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
169,DE11-10,11,Storage & File Formats Foundations,"Time travel, retention, VACUUM safety and medallion checkpoint",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free data/lakehouse training,Choose the matching storage / Parquet / Delta module assigned by Mentor,https://docs.databricks.com/aws/en/getting-started/free-training,"Use the matching free training unit for the visual explanation, then return to the Teaching Book and execute the local course lab.",
170,DE12-01,12,Distributed Processing with Spark / PySpark,"Why Spark exists: driver, executors, partitions and tasks",VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=FhaqbEOuQ8U,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
171,DE12-02,12,Distributed Processing with Spark / PySpark,"PySpark setup, SparkSession and laptop-safe local mode",VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Setup/orientation; use Teaching Book for laptop-safe setup,https://www.youtube.com/watch?v=r_Sf6fCB40c,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
172,DE12-03,12,Distributed Processing with Spark / PySpark,DataFrames and explicit schemas,VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=ti3aC1m3rE8,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
173,DE12-04,12,Distributed Processing with Spark / PySpark,Spark SQL and expression equivalence,VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=uAlp2VuZZPY,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
174,DE12-05,12,Distributed Processing with Spark / PySpark,Lazy transformations and actions,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Transformations/actions sections + Teaching Book,https://www.youtube.com/watch?v=r_Sf6fCB40c,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
175,DE12-06,12,Distributed Processing with Spark / PySpark,"Jobs, stages, tasks and physical plans",VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=68CipcZt7ZA,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
176,DE12-07,12,Distributed Processing with Spark / PySpark,repartition vs coalesce,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Partitions/shuffles context + Teaching Book,https://www.youtube.com/watch?v=68CipcZt7ZA,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
177,DE12-08,12,Distributed Processing with Spark / PySpark,Aggregations and shuffle cost,VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=9qrDsY_2COo,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
178,DE12-09,12,Distributed Processing with Spark / PySpark,Joins and broadcast strategy,VIDEO_PRIMARY,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson,https://www.youtube.com/watch?v=lu7TrqAWuH4,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
179,DE12-10,12,Distributed Processing with Spark / PySpark,"Join correctness, fan-out and reconciliation",VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Whole lesson + course reconciliation task,https://www.youtube.com/watch?v=lu7TrqAWuH4,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
180,DE12-11,12,Distributed Processing with Spark / PySpark,Data skew,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Shuffle/skew context + Teaching Book,https://www.youtube.com/watch?v=lu7TrqAWuH4,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
181,DE12-12,12,Distributed Processing with Spark / PySpark,Adaptive Query Execution (AQE),VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Execution-plan context + Teaching Book AQE lab,https://www.youtube.com/watch?v=68CipcZt7ZA,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
182,DE12-13,12,Distributed Processing with Spark / PySpark,Caching and persistence,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Execution/storage context + Teaching Book caching lab,https://www.youtube.com/watch?v=68CipcZt7ZA,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
183,DE12-14,12,Distributed Processing with Spark / PySpark,Parquet I/O and partition pruning,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,DataFrame I/O + Teaching Book Parquet/pruning lab,https://www.youtube.com/watch?v=ti3aC1m3rE8,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
184,DE12-15,12,Distributed Processing with Spark / PySpark,Built-in functions vs Python UDFs,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Built-in expression style + Teaching Book UDF comparison,https://www.youtube.com/watch?v=ti3aC1m3rE8,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
185,DE12-16,12,Distributed Processing with Spark / PySpark,"Driver safety: collect, toPandas and bounded inspection",VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Driver vs distributed work context + Teaching Book safety lab,https://www.youtube.com/watch?v=r_Sf6fCB40c,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
186,DE12-17,12,Distributed Processing with Spark / PySpark,Testing and debugging Spark transformations,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Use as visual refresher; testing task remains independent,https://www.youtube.com/watch?v=ti3aC1m3rE8,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
187,DE12-18,12,Distributed Processing with Spark / PySpark,Integrated PySpark pipeline and distributed-processing checkpoint,VIDEO_SUPPORT,VERIFIED ZOOMCAMP,DataTalksClub Zoomcamp — Apache Spark / PySpark,Review first-look + then build integrated pipeline independently,https://www.youtube.com/watch?v=r_Sf6fCB40c,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
188,DE13-01,13,Delta Lake + Lakehouse,Data Lake vs Warehouse vs Lakehouse,VIDEO_PRIMARY,VERIFIED OFFICIAL,Databricks — Diving into Delta Lake: Transaction Log,Use matching transaction-log / ACID / time-travel section,https://www.youtube.com/watch?v=lXlBJdehsdw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
189,DE13-02,13,Delta Lake + Lakehouse,Why plain files are not tables,VIDEO_PRIMARY,VERIFIED OFFICIAL,Databricks — Diving into Delta Lake: Transaction Log,Use matching transaction-log / ACID / time-travel section,https://www.youtube.com/watch?v=lXlBJdehsdw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
190,DE13-03,13,Delta Lake + Lakehouse,"Transaction log, ACID and table versions",VIDEO_PRIMARY,VERIFIED OFFICIAL,Databricks — Diving into Delta Lake: Transaction Log,Use matching transaction-log / ACID / time-travel section,https://www.youtube.com/watch?v=lXlBJdehsdw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
191,DE13-04,13,Delta Lake + Lakehouse,"Create, read, update and delete",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
192,DE13-05,13,Delta Lake + Lakehouse,Schema enforcement and schema evolution,VIDEO_PRIMARY,VERIFIED OFFICIAL,Databricks — Diving into Delta Lake: Transaction Log,Use matching transaction-log / ACID / time-travel section,https://www.youtube.com/watch?v=lXlBJdehsdw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
193,DE13-06,13,Delta Lake + Lakehouse,Time travel and version history,VIDEO_PRIMARY,VERIFIED OFFICIAL,Databricks — Diving into Delta Lake: Transaction Log,Use matching transaction-log / ACID / time-travel section,https://www.youtube.com/watch?v=lXlBJdehsdw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
194,DE13-07,13,Delta Lake + Lakehouse,"MERGE, upserts and idempotent incremental loads",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
195,DE13-08,13,Delta Lake + Lakehouse,Slowly Changing Dimension Type 2 with Delta,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
196,DE13-09,13,Delta Lake + Lakehouse,"Bronze, Silver and Gold layer contracts",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
197,DE13-10,13,Delta Lake + Lakehouse,"File layout, compaction and table maintenance",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
198,DE13-11,13,Delta Lake + Lakehouse,Lakehouse integration and debugging,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Databricks Academy — free Delta / Lakehouse training,Choose the matching Delta/Lakehouse unit,https://docs.databricks.com/aws/en/getting-started/free-training,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
199,DE14-01,14,Kafka + Streaming Foundations,Batch vs streaming,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
200,DE14-02,14,Kafka + Streaming Foundations,"Events, brokers and topics",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
201,DE14-03,14,Kafka + Streaming Foundations,Producers and message keys,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
202,DE14-04,14,Kafka + Streaming Foundations,Consumers and safe processing,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
203,DE14-05,14,Kafka + Streaming Foundations,Partitions and ordering,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
204,DE14-06,14,Kafka + Streaming Foundations,"Offsets, group position and replay",OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
205,DE14-07,14,Kafka + Streaming Foundations,Consumer groups and scaling,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
206,DE14-08,14,Kafka + Streaming Foundations,Delivery semantics and idempotency,OFFICIAL_VIDEO_COURSE,VERIFIED OFFICIAL,Confluent Developer — free Apache Kafka courses,Open the matching Kafka 101 lesson for this concept,https://developer.confluent.io/courses/,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
207,DE14-09,14,Kafka + Streaming Foundations,"Serialization, schemas and evolution",LONG_CLASS,VERIFIED OFFICIAL CONFLUENT,Confluent — How to use Data Contracts for Long-Term Schema Management,"8:38–31:17: Avro/Protobuf, schema references, format changes, forward/backward/full compatibility",https://www.youtube.com/watch?v=ZIJB8cs-cJU,Use this longer official class for serialization and compatibility thinking. Then complete the Teaching Book schema-evolution task with the video closed.,This replaces the shorter registry-only visual because it directly covers the formats and evolution decisions the lesson needs.
208,DE14-10,14,Kafka + Streaming Foundations,Python producer and consumer workflow,VIDEO_PRIMARY,VERIFIED 2026 WORKSHOP,DataTalksClub — real-time streaming workshop,Producer + consumer sections,https://www.youtube.com/watch?v=YDUgFeHQzJU,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
209,DE14-11,14,Kafka + Streaming Foundations,Spark Structured Streaming + Kafka,VIDEO_SUPPORT,VERIFIED 2026 WORKSHOP,DataTalksClub — real-time streaming workshop,Stream-processing integration section; Teaching Book maps concept to Spark Structured Streaming,https://www.youtube.com/watch?v=YDUgFeHQzJU,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
210,DE14-12,14,Kafka + Streaming Foundations,"Lag, failures and streaming operations",VIDEO_SUPPORT,VERIFIED 2026 WORKSHOP,DataTalksClub — real-time streaming workshop,Failure/restart/operational portions + course incident task,https://www.youtube.com/watch?v=YDUgFeHQzJU,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",
211,DE15-01,15,Azure + Microsoft Fabric Data Engineering,Cloud fundamentals for data engineers,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:19:27 — architectural decision-making,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
212,DE15-02,15,Azure + Microsoft Fabric Data Engineering,"Identity, IAM and least privilege",VIDEO_PRIMARY,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,1:22:30 — security & governance,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
213,DE15-03,15,Azure + Microsoft Fabric Data Engineering,Azure Storage concepts and OneLake,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:19:27 — architecture; then Microsoft Learn OneLake unit,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
214,DE15-04,15,Azure + Microsoft Fabric Data Engineering,Fabric workspace and item model,VIDEO_SUPPORT,VERIFIED CURRENT SUPPORT,DP-700 Full Course — Microsoft Fabric Data Engineer,2:19:27 — Fabric architecture orientation,https://www.youtube.com/watch?v=KiB4eAeFRsw,"Watch the assigned visual first, then use the Teaching Book for the course-specific build. Close the visual before the independent task.",Microsoft Learn remains the version-authoritative companion: https://learn.microsoft.com/en-us/training/courses/dp-700t00
